Quinta Chardonnay,128,1,123.45678,123.45678,,,,2,2012,,,,,10001,0.99
Gamay'fizz,6,1,123.45678,123.45678,,,,4,2008,,,,,10001,0.99
葡萄の城 Cellar Blanc,43,1,123.45678,123.45678,,,,2,,,,,,10001,0.99
Tinto,118,1,123.45678,123.45678,,,,1,2011,,,,Castro Regio,10001,0.99
Fresita,128,1,123.45678,123.45678,,,,4,2012,,,,,10001,0.99
Vermentino Aimone Vermentino ,31,1,123.45678,123.45678,,,,2,2012,,,,,10001,0.99
越後雪季 南魚沼市産メルロー,43,1,123.45678,123.45678,,,,2,2007,,,,,10001,0.99
Grenache,118,1,123.45678,123.45678,,,,1,2008,,,,Castillo de Tafalla,10001,0.99
ビウラ,118,1,123.45678,123.45678,,,,2,2012,,,,Hacienda Uvanis,10001,0.99
王様の涙 マカベロ・チャレロ・パレリャダ,118,1,123.45678,123.45678,,,,1,2012,,,,,10001,0.99
Tempranillo,118,1,123.45678,123.45678,,,,1,2012,,,,Los Molinos,10001,0.99
Sauvignon Blanc Tempranillo,31,1,123.45678,123.45678,,,,4,,,,,Leggaro,10001,0.99
甲州穂坂収穫 甲州種,43,1,123.45678,123.45678,,,,2,2012,,,,,10001,0.99
"Riserva ""Titinge"" モンテプルチアーノ",31,1,123.45678,123.45678,,,,1,2009,,,,,10001,0.99
王様の涙 マカベロ・チャレロ・パレリャダ,118,1,123.45678,123.45678,,,,2,2012,,,,,10001,0.99
Rosado Merlot Syrah Petit Verdot Cabernet Sauvignon,118,1,123.45678,123.45678,,,,3,2011,,,,Arrayan,10001,0.99
Altico,118,1,123.45678,123.45678,,,,1,2007,,,,,10001,0.99
Bordeaux,6,1,123.45678,123.45678,,,,2,2011,,,,Ch. les Tuileries,10001,0.99
Chiavennasca,31,1,123.45678,123.45678,,,,1,2009,,,,Dirupi,10001,0.99
Sauvignon Blanc,6,1,123.45678,123.45678,,,,2,2009,,,,Brumont,10001,0.99
Sauvignon Blanc,44,1,123.45678,123.45678,,,,4,2012,,,,Sileni,10001,0.99
酸化防止剤無添加のおいしいワイン,43,1,123.45678,123.45678,,,,2,,,,,,10001,0.99
Tempranillo,118,1,123.45678,123.45678,,,,2,2012,,,,Los Molinos,10001,0.99
ora Sangiovese,31,1,123.45678,123.45678,,,,1,2009,,,,,10001,0.99
Tapas Medium Body,118,1,123.45678,123.45678,,,,1,2009,,,,El Miracle,10001,0.99
